start_time,end_time,duration_hours,max_abs_residual_MW,mean_abs_residual_MW,max_score
2020-05-10 23:00:00+00:00,2020-05-11 01:00:00+00:00,3,1912.0,1809.0,3.4167611416697823
2020-05-11 08:00:00+00:00,2020-05-11 14:00:00+00:00,7,5175.0,4543.285714285715,4.141519863241068
2020-05-20 16:00:00+00:00,2020-05-20 21:00:00+00:00,6,5007.0,4438.0,-3.0824122861475876
2020-05-21 22:00:00+00:00,2020-05-21 22:00:00+00:00,1,4991.0,4991.0,-3.264012575080505
2020-05-22 02:00:00+00:00,2020-05-22 07:00:00+00:00,6,10412.0,8094.833333333333,-3.0726356791165896
2020-07-01 08:00:00+00:00,2020-07-01 08:00:00+00:00,1,2953.0,2953.0,3.0575269052752976
2020-07-06 00:00:00+00:00,2020-07-06 00:00:00+00:00,1,3401.0,3401.0,3.130736144209078
2020-07-06 07:00:00+00:00,2020-07-06 08:00:00+00:00,2,4524.0,4166.5,3.9069901863931995
2020-08-03 05:00:00+00:00,2020-08-03 06:00:00+00:00,2,2666.0,2580.0,-3.049839244877707
2020-08-26 08:00:00+00:00,2020-08-26 08:00:00+00:00,1,3893.0,3893.0,3.194396093671646
2020-09-09 09:00:00+00:00,2020-09-09 09:00:00+00:00,1,3822.0,3822.0,3.182841763224581
2020-09-11 20:00:00+00:00,2020-09-11 20:00:00+00:00,1,2046.0,2046.0,-3.008191949374706
